Date,Job Number,Customer,Address,Postcode,Activity,Priority,Source File,Notes
29/11/2021,2446503,Fujitsu Services Limited - Star Trains,,,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson29112021.pdf,Marked as DNCO - no payment on date with other paid jobs
29/11/2021,2446853,Lexmark Service Provider,"FOUNDATION TR, Liverpool Women's Hospital, Crown Street, Safeguarding, LIVERPOOL",L8 7SS,CONSUMABLE INSTALL,ND 1700,Runsheet_29-11-21_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
29/10/2024,3986408,Fujitsu GBL - H&M * DO NOT INVOICE*,"H&M SHIFTSTORE H&M, GB0333: H&M MANCHESTER, UNIT 16-17, 20 PEEL AVENUE,, TH, MANCHESTER",M17 8BB,TECH EXCHANGE,ND 1900,RUN SHEETS - WARRINGTON - TUESDAY 29th OCTOBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
29/10/2024,3986422,Xerox (UK) Technical***DO NOT INVOICE****,"2 Mike Smith, Terminal One, Manchester Airport, AIRSIDE, MANCHESTER",M90 3NZ,REPAIR WITH PARTS,,RUN SHEETS - WARRINGTON - TUESDAY 29th OCTOBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
29/10/2023,3515396,Diebold Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, UNIT 1, MANCHESTER FORT, SHOP P, KITS CHEETHAM HILL - 01311, MANCHESTER",M8 8EP,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_Sunday 29th October 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
29/09/2025,4251213,Xerox (UK) Technical***DO NOT INVOICE****,"Lower Lane, Prosthetics & Wheelchair,,, LIVERPOOL",L9 7AL,CONSUMABLE INSTALL,ND 1700,DH_29-09-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
29/09/2024,3949339,Fujitsu Services Limited - EE,,,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - SUNDAY 29th SEPTEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
29/08/2024,3899037,Computacenter - Proj Evergreen,"BRAMBLE BARN,FERRY LANE,, CHESTER, FLINTSHIRE,, CHESTER",CH1 6QF,TECH EXCHANGE,ND 1700,Runsheet_11_runs_2024_08_29.pdf,Marked as DNCO - no payment on date with other paid jobs
29/08/2024,3903666,Computacenter - Proj Evergreen,"2FLAT 11 THE OAKLEYS, PORTHMADOG, PORTHMADOG",LL49 9AJ,TECH EXCHANGE,ND 1700,Runsheet_11_runs_2024_08_29.pdf,Marked as DNCO - no payment on date with other paid jobs
29/08/2024,3909054,Diebold Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, LIVERPOOL, KITS LIVERPOOL SHOPPING, PARK -, MERSEYSIDE",L13 4DL,TECH EXCHANGE,ND 1700,Runsheet_11_runs_2024_08_29.pdf,Marked as DNCO - no payment on date with other paid jobs
29/08/2023,3407329,Northampton Technical Support *NO INV*,"UNIT 5, JAMES CORBETT ROAD, SALFORD",M50 1DE,,,Runsheets_Manchester_Tuesday 29th August 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
29/08/2023,3421502,Computacenter - Morrisons Projects,"31 BURY OLD ROAD, PRESTWICH, MANCHESTER",M25 0EY,COLLECTION,,Runsheets_Manchester_Tuesday 29th August 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
29/08/2023,3421504,Computacenter - Morrisons Projects,"31 BURY OLD ROAD, PRESTWICH, MANCHESTER",M25 0EY,COLLECTION,,Runsheets_Manchester_Tuesday 29th August 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
29/08/2023,3422456,Fujitsu Services Limited - Wilko (ME),,,TECH EXCHANGE,ND 1700,Runsheets_Manchester_Tuesday 29th August 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
29/08/2023,3423916,CXM,"MANCHESTER, Terminal/POYNT 5 ADVANCED CRADLE SNO:, PAD2033KT001938H2-4822745-14783356: SWAP OUT/SWAP OUTH2-4822745-14783356",M8 9LS,TECH EXCHANGE,ND 1700,Runsheets_Manchester_Tuesday 29th August 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
29/08/2022,2847966,CXM,"STERLING BAR, NORFOLK STREET, MANCHESTER",M2 1DW,INSTALL,ND 1700,Runsheet_DanielHanson29082022.pdf,Marked as DNCO - no payment on date with other paid jobs
29/08/2022,2847967,CXM,"STERLING BAR, NORFOLK STREET, MANCHESTER",M2 1DW,INSTALL,ND 1700,Runsheet_DanielHanson29082022.pdf,Marked as DNCO - no payment on date with other paid jobs
29/08/2022,2847968,CXM,"STERLING BAR, NORFOLK STREET, MANCHESTER",M2 1DW,INSTALL,ND 1700,Runsheet_DanielHanson29082022.pdf,Marked as DNCO - no payment on date with other paid jobs
29/08/2021,2322018,Northampton Technical Support *NO INV*,"UNIT 5, JAMES CORBETT ROAD, SALFORD",M50 1DE,,,Runsheet_DanielHanson29082021.pdf,Marked as DNCO - no payment on date with other paid jobs
29/08/2021,2324502,Fujitsu Services Limited - Star Trains,"Ormskirk Road, LANCASHIRE, Liverpool",L9 5BE,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson29082021.pdf,Marked as DNCO - no payment on date with other paid jobs
29/08/2021,2324672,Wincor Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, ORMSKIRK ROAD, KITS AINTREE - 01132, AINTREE",L9 5AN,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson29082021.pdf,Marked as DNCO - no payment on date with other paid jobs
29/08/2021,2324678,Fujitsu Services Limited - EE - ME,"0151 944 2055Orange Retail, 10 Parkside, Strand Shopping, Centre, MERSEYSIDE, Bootle",L20 4XX,TECH EXCHANGE,,Runsheet_DanielHanson29082021.pdf,Marked as DNCO - no payment on date with other paid jobs
29/07/2025,4210288,Computacenter - Kingfisher,"1Leanne Palfrey, +44 161 626 0066KINGFISHER INFORMATION, TECHNOLOGY (, Westhulme Way, Westhulme Way",OL1 2PH,TECH EXCHANGE,ND 1700,DH_29-07-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
29/07/2025,4210314,Computacenter - Kingfisher,"2Philip Reynolds, +44 161 626 0066KINGFISHER INFORMATION, TECHNOLOGY (, Westhulme Way, Westhulme Way",OL1 2PH,TECH EXCHANGE,ND 1700,DH_29-07-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
29/07/2024,3869542,Fujitsu Services Limited - Star Trains - ME,"Maghull North Station, Goldcrest, Road, LANCASHIRE, Maghull",L31 1HH,TECH EXCHANGE,,Runsheets_Warrington_Monday 29th July 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
29/07/2022,2805856,Lexmark Service Provider,"HOSPITAL NHS FOU, Lower Lane, Main B Theatres, Corridor, LIVERPOOL",L9 7AL,CONSUMABLE INSTALL,ND 1700,Runsheet_DanielHanson29072022.pdf,Marked as DNCO - no payment on date with other paid jobs
29/07/2022,2807198,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, THREE TUNS LANE SEFTON, FORMBY, WAITROSE FORMBY, MERSEYSIDE",L37 4AJ,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson29072022.pdf,Marked as DNCO - no payment on date with other paid jobs
29/06/2025,4189717,Xerox (UK) Technical***DO NOT INVOICE****,"3 6676 Hadfield Station Rd Express, Station Road, Shop floor, GLOSSOP, ----ACCOUNT INFORMATION----Onsite repair instructions: VIP AND MPS, CUSTOMERFOR LEXMARK INTERNAL USE ONLY ...... DO NOT SHARE WITH, CUSTOMERSTORESLAP 2 ...... Tesco123 (To be updated 09.04.2025)HEAD OFFICE &, DC......s ONLYPASSWORD/PIN : 1984Retail Stores & CFC......s (Dot Com Centres) -",SK13 1AR,REPAIR WITH PARTS,8HR,DH_29-06-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
29/06/2024,3832222,Fujitsu Services Limited - Star Trains - ME,,,TECH EXCHANGE,ND 1900,Runsheets_Warrington_Saturday 29th June 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
29/05/2025,4167765,Diebold Nixdorf  UK Limited,,,,,DH_29-05-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
29/05/2025,4168167,CXM,LIVERPOOL,L5 7QD,INSTALL,,DH_29-05-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
29/05/2024,3792497,Xerox (UK) Technical***DO NOT INVOICE****,"Station Road, PRN 3, NANTWICH",CW5 5SP,CONSUMABLE INSTALL,ND 1700,Runsheet_Daniel_Hanson_29052024.pdf,Marked as DNCO - no payment on date with other paid jobs
29/05/2024,3793062,Paypoint Network Limited - UK,,,,,Runsheet_Daniel_Hanson_29052024.pdf,Marked as DNCO - no payment on date with other paid jobs
29/05/2022,2716151,Fujitsu Services Limited - KFC,"FRANC, KENTUCKY FRIED CHICKEN, FRANC, UNIT A, GREYHOUND RETAIL, PARK, CHESTER",CH1 4QG,TECH EXCHANGE,ND 1900,Runsheet_Manchester_Sunday 29th May 2022_Daniel Hanson.pdf,Marked as DNCO - no payment on date with other paid jobs
29/05/2022,2716171,Verifone UK LTD,"01248 355866STONEGATE - THE CASTLE -, GLANFARON OFF HIGH STREET, GLANFARON OFF HIGH STREET, GWYNEDD",LL57 1LP,TECH EXCHANGE,ND 1800,Runsheet_Manchester_Sunday 29th May 2022_Daniel Hanson.pdf,Marked as DNCO - no payment on date with other paid jobs
29/04/2022,2666126,Diebold Nixdorf  UK Limited,"NEW LOOK RETAILERS LTD, NEW LOOK RETAILERS LTD, UNIT LSU 10-19 AND UNIT U73,, R, NEW LOOK %7C 2167INTU, TRAFFORD, MANCHESTER",M17 8AR,TECH EXCHANGE,ND 1700,Runsheet_11_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
29/04/2022,2666137,Diebold Nixdorf  UK Limited,"NEW LOOK RETAILERS LTD, NEW LOOK RETAILERS LTD, UNIT LSU 10-19 AND UNIT U73,, R, NEW LOOK %7C 2167INTU, TRAFFORD, MANCHESTER",M17 8AR,TECH EXCHANGE,ND 1700,Runsheet_11_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
29/04/2022,2666138,Diebold Nixdorf  UK Limited,"NEW LOOK RETAILERS LTD, NEW LOOK RETAILERS LTD, UNIT LSU 10-19 AND UNIT U73,, R, NEW LOOK %7C 2167INTU, TRAFFORD, MANCHESTER",M17 8AR,TECH EXCHANGE,ND 1700,Runsheet_11_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
29/04/2022,2667339,Fujitsu GBL - H&M * DO NOT INVOICE*,"H & M, UNIT 16-17, 20 PEEL AVENUE, THE TRAFFORD CENTRE, MANCHESTER",M17 8BB,INSTALL,,Runsheet_11_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
29/04/2022,2667502,Fujitsu Services Limited - EE - ME,,,TECH EXCHANGE,ND 1900,Runsheet_11_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
29/04/2022,2667648,Fujitsu Services Limited - Vodafone,"Bury 5 The Mall, 5 The Mall, Mill, Gate Shopping Centre, Bury, Lancashire, Lancashire",BL9 0QQ,TECH EXCHANGE,ND 1900,Runsheet_11_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
29/04/2022,2667805,Verifone UK LTD,"MANCHESTER, GREATER MANCHESTER",M2 5QR,TECH EXCHANGE,ND 1800,Runsheet_11_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
29/04/2022,2667924,Diebold Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, BRIDGEHALL INDUSTL PK, BRIDGEHA, KITS BURY - 01190, HEAPBRIDGE",BL9 7PJ,TECH EXCHANGE,,Runsheet_11_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
29/03/2023,3201190,Fujitsu Services Limited - Star Trains,"Ormskirk Road, LANCASHIRE, Liverpool",L9 5BE,TECH EXCHANGE,ND 1900,Runsheet_Daniel_Hanson_29032023.pdf,Marked as DNCO - no payment on date with other paid jobs
28/12/2024,4051255,Paypoint Network Limited - UK,"SUPERMARKET, TWICKENHAM DRIVE, SUPERMARKET, WIRRAL",CH46 2QE,TECH EXCHANGE,,RUN SHEETS - WARRINGTON - SATURDAY 28th DECEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
28/12/2024,4051587,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, WR842 CHESTER, CHESHIRE, DeviceRoom:  DeviceContactPerson:  DeviceCPPhone:  DeviceDescription: POS, DesiredDate: 202412230655  Web logging  Model number: TC51  Serial Number (S/N):, constant stream of error messages including  Launcher3 keeps stopping, and a notification saying the handset is running out of storage space.  Incident, INC6491009 has been placed into the On Hold, Awaiting Vendor state. Attempting to transfer to Diebold.INC6491009",CH3 5AF,TECH EXCHANGE,,RUN SHEETS - WARRINGTON - SATURDAY 28th DECEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
28/12/2022,3053329,Fujitsu Services Limited - Wilko,,,TECH EXCHANGE,ND 1900,Runsheet_8_runs_2022_12_28.pdf,Marked as DNCO - no payment on date with other paid jobs
28/12/2022,3053596,Smart Capital Technology Ltd,"ASDA STORES LTD, BIRKENHEAD",CH41 6EB,TECH EXCHANGE,ND 1700,Runsheet_8_runs_2022_12_28.pdf,Marked as DNCO - no payment on date with other paid jobs
28/12/2022,3053769,DHL Supply Chain Limited - RBS,"0Robyn Cooke, HOME ADDRESS, 30 Hafod Alyn  ,  ,, Mold",CH7 1RF,COLLECTION,ND 1400,Runsheet_8_runs_2022_12_28.pdf,Marked as DNCO - no payment on date with other paid jobs
28/12/2022,3053797,Lexmark Service Provider,"1 Terry Warren, 0376 489066Liverpool University Hospitals NHS, Lower Lane, Ward 3 Ward Clerks, LIVERPOOL",L9 7AL,REPAIR WITH PARTS,,Runsheet_8_runs_2022_12_28.pdf,Marked as DNCO - no payment on date with other paid jobs
28/12/2022,3056991,Catalina Project NCR (IMA),"LTD, SAINSBURYS SUPERMARKETS, LTD, UPTON BY PASS, WIRRAL",CH49 6QG,TECH EXCHANGE,,Runsheet_8_runs_2022_12_28.pdf,Marked as DNCO - no payment on date with other paid jobs
28/12/2022,3056993,Catalina Project NCR (IMA),"LTD, SAINSBURYS SUPERMARKETS, LTD, UPTON BY PASS, WIRRAL, Helpdesk on 01189 027948 before starting any",CH49 6QG,TECH EXCHANGE,,Runsheet_8_runs_2022_12_28.pdf,Marked as DNCO - no payment on date with other paid jobs
28/12/2021,2485571,Fujitsu Services Limited - MAB - ME,"4 Cathedral Gates, lancashire, MANCHESTER",M3 1SW,,,Runsheet_28-12-21_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
28/12/2021,2485572,Fujitsu Services Limited - MAB - ME,,,TECH EXCHANGE,,Runsheet_28-12-21_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
28/12/2021,2485585,Wincor Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, UNIT 1, MANCHESTER FORT, SHOP P, KITS CHEETHAM HILL - 01311, MANCHESTER",M8 8EP,TECH EXCHANGE,ND 1700,Runsheet_28-12-21_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
28/12/2021,2485629,Fujitsu Services Limited - MAB - ME,"Wilmslow, cheshire, CHESHIRE",SK9 4LT,TECH EXCHANGE,ND 1900,Runsheet_28-12-21_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
28/12/2021,2485640,Fujitsu Services Limited - EE - ME,"9 Town Square, GREATER MANCHESTER, OLDHAM",OL1 1XD,TECH EXCHANGE,ND 1900,Runsheet_28-12-21_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
28/11/2024,4024994,Fujitsu Services Limited - Star Trains - ME,,,TECH EXCHANGE,ND 1900,RUN SHEETS - WARRINGTON - THURSDAY 28th NOVEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
28/11/2024,4025009,Fujitsu Services Limited - Star Trains - P2PE,,,TECH EXCHANGE,ND 1900,RUN SHEETS - WARRINGTON - THURSDAY 28th NOVEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
28/11/2024,4025398,Fujitsu Services Limited - Star Trains - P2PE,"(MANCHESTER PICADILLY) MT, Transpennine Express, Duty, Managers Office, Manchester, Piccadilly Station, Platf, Manchester, Manchester",M60 7RA,TECH EXCHANGE,6HR,RUN SHEETS - WARRINGTON - THURSDAY 28th NOVEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
28/11/2024,4025400,Fujitsu Services Limited - Star Trains - P2PE,"(MANCHESTER PICADILLY) MT, Transpennine Express, Duty, Managers Office, Manchester, Piccadilly Station, Platf, Manchester, Manchester",M60 7RA,TECH EXCHANGE,6HR,RUN SHEETS - WARRINGTON - THURSDAY 28th NOVEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
28/11/2024,4025403,Fujitsu Services Limited - Star Trains - P2PE,"(MANCHESTER PICADILLY) MT, Transpennine Express, Duty, Managers Office, Manchester, Piccadilly Station, Platf, Manchester, Manchester",M60 7RA,TECH EXCHANGE,6HR,RUN SHEETS - WARRINGTON - THURSDAY 28th NOVEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
28/10/2024,3985679,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, HULME STATION ROAD, CHEADLE HUL, WR710 CHEADLE HULME, CHEADLE",SK8 7AE,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - MONDAY 28th OCTOBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
28/10/2023,3514627,NCR Flex Outsourcing (IMA) Voyix,"26478 Liverpool New Mersey Rp Store, NEW MERSEY RETAIL PARK, SPEKE ROAD,, SPEKE UNIT 9 NEW MERSEY, R/PK, LIVERPOOL MERSEYSIDE, LIVERPOOL",L24 8QB,TECH EXCHANGE,ND 1700,Runsheets_Manchester_Saturday 28th October 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
28/10/2021,2401552,Fujitsu Services Limited - Star Trains,,,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson28102021.pdf,Marked as DNCO - no payment on date with other paid jobs
28/10/2021,2401818,Fujitsu Services Limited - EE - ME,,,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson28102021.pdf,Marked as DNCO - no payment on date with other paid jobs
28/10/2021,2402592,DHL Supply Chain Limited - RBS,"0David Jeffreys, Home Address, Flat 33, 7 Stillwater Drive, Manchester",M11 4TG,COLLECTION,ND 1400,Runsheet_DanielHanson28102021.pdf,Marked as DNCO - no payment on date with other paid jobs
28/09/2021,2360352,Fujitsu GBL - H&M * DO NOT INVOICE*,"H&M LIVERPOOL, UNIT 8B, NEW MERSEY RETAIL, PAR, SPEKE ROAD, LIVERPOOL",L24 8QB,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson28092021.pdf,Marked as DNCO - no payment on date with other paid jobs
28/09/2021,2360912,Vista Retail Support Limited,"KRISPY KREME, CHESHIRE OAKS DESIGNER, OUTLET, KINSEY ROAD, ELLESMERE PORT",CH65 9JJ,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson28092021.pdf,Marked as DNCO - no payment on date with other paid jobs
28/09/2021,2360913,Vista Retail Support Limited,"KRISPY KREME, CHESHIRE OAKS DESIGNER, OUTLET, KINSEY ROAD, ELLESMERE PORT",CH65 9JJ,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson28092021.pdf,Marked as DNCO - no payment on date with other paid jobs
28/08/2024,3907286,DieboldNixdorf_WIPRO,"has been placed into the On Hold, Awaiting Vendor state. Attempting to transfer to Diebold.     RICO Engineer to replace, MC18 Handset PN 1900001888INC6361521, . PART . . Delivered, . PART . . Good",,TECH EXCHANGE,,Runsheet_12_runs_2024_08_28.pdf,Marked as DNCO - no payment on date with other paid jobs
28/08/2024,3907424,Xerox (UK) Technical***DO NOT INVOICE****,"(Europe, Kelloggs Finished Food, Warehouse, Park Road-EU,ManWhse,, Kellogg Management Services, (Eur, MANCHESTER",M32 8RA,CONSUMABLE INSTALL,ND 1700,Runsheet_12_runs_2024_08_28.pdf,Marked as DNCO - no payment on date with other paid jobs
28/08/2022,2855384,Fujitsu Services Limited - Star Trains - P2PE,"Ranelagh Street, LANCASHIRE, Liverpool",L1 1JT,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson28082022.pdf,Marked as DNCO - no payment on date with other paid jobs
28/08/2022,2855421,Diebold Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, MEOLS COP ROAD, KITS SOUTHPORT - 01101, SOUTHPORT",PR8 6JU,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson28082022.pdf,Marked as DNCO - no payment on date with other paid jobs
28/08/2022,2855476,Verifone UK LTD,"FFORDD PENTRE PENTRE, CHESTER ROAD EAST, FFORDD PENTRE PENTRE, CHESTER R, DEESIDE",CH5 2DA,TECH EXCHANGE,ND 1800,Runsheet_DanielHanson28082022.pdf,Marked as DNCO - no payment on date with other paid jobs
28/08/2022,2855525,Diebold Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, MANCHESTER ROAD, KITS NORTHWICH - 01144, NORTHWICH",CW9 5LY,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson28082022.pdf,Marked as DNCO - no payment on date with other paid jobs
28/08/2022,2855568,Diebold Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, MANCHESTER ROAD, KITS NORTHWICH - 01144, NORTHWICH, Charging cradle %C2%A0Black 177001072399-AT-25-53492-22 USB-A-Connector 10p 2m",CW9 5LY,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson28082022.pdf,Marked as DNCO - no payment on date with other paid jobs
28/07/2024,3868805,Fujitsu Services Limited - Star Trains - ME,"Maghull North Station, Goldcrest, Road, LANCASHIRE, Maghull",L31 1HH,TECH EXCHANGE,,Runsheet_Daniel_Hanson_28072024.pdf,Marked as DNCO - no payment on date with other paid jobs
28/07/2023,3379030,ZETES LTD - Allvotec,"MOVIANTO UK, UNIT 2, HAYDOCK GREEN,, PENNY L, HAYDOCK",WA11 9SE,TECH EXCHANGE,ND 1700,Runsheets_Manchester_Friday 28th July 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
28/07/2021,2285169,Lexmark Service Provider,"Liverpool Road, Formby, BP Oil UK Limited, LIVERPOOL",L37 6BU,INSTALL,ND 1700,Runsheet_DanielHanson28072021.pdf,Marked as DNCO - no payment on date with other paid jobs
28/07/2021,2285175,HCL Barclays,LIVERPOOL,L23 6SZ,COLLECTION,ND 1600,Runsheet_DanielHanson28072021.pdf,Marked as DNCO - no payment on date with other paid jobs
28/07/2021,2285221,Lexmark Service Provider,"Winter Gardens, Lord Street, SOUTHPORT",PR8 1RP,REPAIR WITH PARTS,,Runsheet_DanielHanson28072021.pdf,Marked as DNCO - no payment on date with other paid jobs
28/06/2023,3334040,Computacenter Limited,"1Mike Impens, (008102783, 164 Oak Farm Road, 164 Oak Farm Road",CH66 2NR,TECH EXCHANGE,ND 1700,Runsheets_Manchester_Wednesday 28th June 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
