Job Number,Client,Location,Postcode,Job Type,Date,Time,Amount,Rate,Units,Agency,Week Number,Tax Year,Pay Date
4128228,Xerox (UK) Technical***DO NOT INVOICE****,Mitchells & Butlers Leisure Retail,CH3 6AE,REPAIR,01/04/25,09:00,25.0,25.0,1.0,Rico,3,2025,
4127207,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,CH62 4XB,MANPOWER_R,31/03/25,11:00,15.0,15.0,1.0,Rico,3,2025,
4127120,Paypoint Network Limited - UK,CHESTER FOOD & WINE,CH3 5NL,TECH EXCHANGE,31/03/25,07:20,50.0,50.0,1.0,Rico,3,2025,
4126056,Xerox (UK) Technical***DO NOT INVOICE****,Mitchells & Butlers Leisure Retail,CW5 6NE,REPAIR,28/03/25,09:00,40.0,40.0,1.0,Rico,2,2025,
4125922,Computacenter Limited,SHILPA REDDY,SK10 2NA,NON TECH EXCHANGE,28/03/25,09:00,10.0,10.0,1.0,Rico,2,2025,
4124939,Paypoint Network Limited - UK,BARGAIN BOOZE,M41 5AL,TECH EXCHANGE,27/03/25,10:36,25.0,25.0,1.0,Rico,2,2025,
4122916,Fujitsu Services Limited - Star Trains - P2PE,FIRST TRANSPENNINE (LIVERPOOL LIME STREET) MT,L1 1JD,TECH EXCHANGE,,,35.0,35.0,1.0,Rico,2,2025,
4121824,Paypoint Network Limited - UK,RAJA GEE CONVENIENCE STORE,SK3 8LQ,TECH EXCHANGE,24/03/25,09:51,25.0,25.0,1.0,Rico,2,2025,
4121730,Paypoint Network Limited - UK,ONE STOP,M35 9FB,TECH EXCHANGE,24/03/25,08:22,25.0,25.0,1.0,Rico,2,2025,
4120514,Paypoint Network Limited - UK,FRIENDLY FAYRE,WA16 8PD,TECH EXCHANGE,21/03/25,12:09,50.0,50.0,1.0,Rico,1,2025,
4119460,Paypoint Network Limited - UK,POUNDS & PENNIES CONVENIENCE S,CW9 7XG,TECH EXCHANGE,20/03/25,12:13,70.0,70.0,1.0,Rico,1,2025,
4119378,Paypoint Network Limited - UK,HULME HALL CAFE,CH62 5DH,TECH EXCHANGE,20/03/25,11:10,50.0,50.0,1.0,Rico,1,2025,
4119254,Computacenter Limited - HSBC,COMPUTACENTER HSBC,WA8 9EN,NON TECH EXCHANGE,20/03/25,09:00,10.0,10.0,1.0,Rico,1,2025,
4118595,Paypoint Network Limited - UK,MY LOCAL,BL9 6DG,TECH EXCHANGE,19/03/25,12:45,35.0,35.0,1.0,Rico,1,2025,
4118551,Computacenter Limited - HSBC,COMPUTACENTER HSBC,M2 7HD,TECH EXCHANGE,20/03/25,09:00,14.84,14.84,1.0,Rico,1,2025,
4118529,Paypoint Network Limited - UK,CO-OPERATIVE RETAIL SERVICES LTD,M16 8EE,TECH EXCHANGE,19/03/25,12:06,25.0,25.0,1.0,Rico,1,2025,
4112731,Xerox (UK) Technical***DO NOT INVOICE****,TESCO Stores Limited,CW8 1HA,REPAIR WITH PARTS,12/03/25,09:00,40.0,40.0,1.0,Rico,52,2024,
4109118,Paypoint Network Limited - UK,ASDA STORES LTD,M27 4BR,TECH EXCHANGE,07/03/25,08:59,25.0,25.0,1.0,Rico,51,2024,
4107181,Paypoint Network Limited - UK,SUPREME MINI MARKET,WN2 5EU,TECH EXCHANGE,05/03/25,10:59,30.0,30.0,1.0,Rico,51,2024,
4104247,Paypoint Network Limited - UK,ONE STOP COMMUNITY STORES LTD,L37 4BJ,TECH EXCHANGE,02/03/25,09:52,30.0,30.0,1.0,Rico,51,2024,
4104243,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,PR8 4AR,MANPOWER,02/03/25,09:38,45.0,45.0,1.0,Rico,51,2024,
4104230,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,WA2 7TT,TECH EXCHANGE,02/03/25,08:00,45.0,45.0,1.0,Rico,51,2024,
4103611,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,CH47 4AA,TECH EXCHANGE,28/02/25,11:44,60.0,60.0,1.0,Rico,50,2024,
4098024,Xerox (UK) Technical***DO NOT INVOICE****,Boots UK Limited,CW1 2RP,REPAIR WITH PARTS,21/02/25,09:10,45.0,45.0,1.0,Rico,49,2024,
4097938,Paypoint Network Limited - UK,MORRISONS DAILY,CH65 5DA,TECH EXCHANGE,21/02/25,08:10,40.0,40.0,1.0,Rico,49,2024,
4097853,Fujitsu Services Limited - Star Trains - ME,TRANSPORT FOR WALES (Crewe),CW2 6HR,MANPOWER,21/02/25,06:36,35.0,35.0,1.0,Rico,49,2024,
4096935,Fujitsu Services Limited - Star Trains - P2PE,Northern Rail - STAR,L1 1JF,TECH EXCHANGE,20/02/25,09:00,15.0,15.0,1.0,Rico,49,2024,
4096171,Xerox (UK) Technical***DO NOT INVOICE****,Mitchells & Butlers Leisure Retail,SK9 4LT,REPAIR WITH PARTS,,,45.0,45.0,1.0,Rico,49,2024,
4093150,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,SK6 7DA,TECH EXCHANGE,15/02/25,09:54,40.0,40.0,1.0,Rico,48,2024,
4087249,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,SK7 4EX,MANPOWER,07/02/25,13:19,30.0,30.0,1.0,Rico,47,2024,
4086000,Xerox (UK) Technical***DO NOT INVOICE****,TESCO Stores Limited,M6 5JG,REPAIR WITH PARTS,06/02/25,09:00,30.0,30.0,1.0,Rico,47,2024,
4084297,POSTURITE LIMITED,FIONA MORRIS HARVEY,BL3 3TB,DESK INSTALL,04/02/25,13:23,45.0,45.0,1.0,Rico,47,2024,
4084152,Computacenter - Kingfisher,B&Q,WA9 1JF,TECH EXCHANGE,04/02/25,11:58,15.0,15.0,1.0,Rico,47,2024,
4082971,Paypoint Network Limited - UK,CO-OPERATIVE RETAIL SERVICES LTD,L18 9SB,TECH EXCHANGE,03/02/25,11:21,35.0,35.0,1.0,Rico,47,2024,
4082172,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,CH47 4AA,TECH EXCHANGE,01/02/25,09:00,30.0,30.0,1.0,Rico,46,2024,
4082165,Fujitsu Services Limited - Star Trains,MERSEYRAIL,CH47 4AA,TECH EXCHANGE,01/02/25,09:00,20.0,20.0,1.0,Rico,46,2024,
4081795,Fujitsu Services Limited - Star Trains - ME,TRANSPORT FOR WALES,CH5 1BX,TECH EXCHANGE_R,01/02/25,08:45,20.0,20.0,1.0,Rico,46,2024,
4081793,Fujitsu Services Limited - Star Trains - ME,TRANSPORT FOR WALES,CH5 1BX,TECH EXCHANGE_R,01/02/25,08:45,20.0,20.0,1.0,Rico,46,2024,
4081783,Fujitsu Services Limited - Star Trains - P2PE,TRANSPORT FOR WALES,CH1 3NS,TECH EXCHANGE,31/01/25,14:01,30.0,30.0,1.0,Rico,46,2024,
4081589,Fujitsu Services Limited - Star Trains - ME,TRANSPORT FOR WALES,CH5 1BX,TECH EXCHANGE,31/01/25,11:03,50.0,50.0,1.0,Rico,46,2024,
4081542,Fujitsu Services Limited - Star Trains - P2PE,TRANSPORT FOR WALES (Crewe),CW2 6HR,TECH EXCHANGE,,,30.0,30.0,1.0,Rico,46,2024,
4081518,Fujitsu Services Limited - Star Trains - ME,TRANSPORT FOR WALES,CH5 1BX,TECH EXCHANGE,31/01/25,10:40,50.0,50.0,1.0,Rico,46,2024,
4081516,Fujitsu - Star â€“ TFW - TC,TRANSPORT FOR WALES,CH5 1BX,TECH EXCHANGE,31/01/25,10:38,20.0,20.0,1.0,Rico,46,2024,
4081383,Fujitsu Services Limited - Star Trains - ME,TRANSPORT FOR WALES (Chester),CH1 3NS,TECH EXCHANGE,,,30.0,30.0,1.0,Rico,46,2024,
4080427,Computacenter - Astra Zeneca,ASTRAZENECA SPEKE RECEPTION1,L24 9JW,COLLECTION,30/01/25,09:37,8.0,8.0,1.0,Rico,46,2024,
4080420,Computacenter - Astra Zeneca,ASTRAZENECA SPEKE RECEPTION1,L24 9JW,COLLECTION,30/01/25,09:33,8.0,8.0,1.0,Rico,46,2024,
4079383,Fujitsu Services Limited - Star Trains - ME,Northern Rail MT (Manchester),M60 7RA,MANPOWER,29/01/25,10:13,33.74,33.74,1.0,Rico,46,2024,
4075223,Paypoint Network Limited - UK,UNITED LOCAL,M16 0UH,TECH EXCHANGE,24/01/25,11:56,43.2,43.2,1.0,Rico,45,2024,
4073883,Paypoint Network Limited - UK,ASDA STORES LTD,WA7 2PY,TECH EXCHANGE,23/01/25,09:39,30.0,30.0,1.0,Rico,45,2024,
4071808,Paypoint Network Limited - UK,SPAR STORES,M6 6BA,TECH EXCHANGE,21/01/25,14:15,25.0,25.0,1.0,Rico,45,2024,
4071590,Computacenter Limited,LLOYDS BANKING GROUP PLC (008102783,M1 3HU,NON TECH EXCHANGE,22/01/25,09:00,10.0,10.0,1.0,Rico,45,2024,
4071493,Fujitsu Services Limited - Telefonica ME,O2 TRAFFORD CENTRE - UNIT L51 0474,M17 8BN,TECH EXCHANGE,21/01/25,11:47,45.0,45.0,1.0,Rico,45,2024,
4071071,Fujitsu Services Limited - Star Trains - ME,FIRST TRANSPENNINE (MANCHESTER PICADILLY) MT,M60 7RA,TECH EXCHANGE,,,35.0,35.0,1.0,Rico,45,2024,
4070004,Xerox (UK) Technical***DO NOT INVOICE****,TESCO Stores Limited,LA14 2NE,REPAIR WITH PARTS,20/01/25,09:50,140.0,140.0,1.0,Rico,45,2024,
4068461,Xerox (UK) Technical***DO NOT INVOICE****,Boots UK Limited,OL14 5AQ,REPAIR WITH PARTS,17/01/25,10:25,40.0,40.0,1.0,Rico,44,2024,
4067294,Paypoint Network Limited - UK,TREGELE SERVICE STATION,LL67 0DT,TECH EXCHANGE,16/01/25,09:52,150.0,150.0,1.0,Rico,44,2024,
4062233,Fujitsu Services Limited - Telefonica TC,O2 ASHTON UNDER LYNE,OL6 6BU,NON TECH EXCHANGE,10/01/25,11:59,30.0,30.0,1.0,Rico,43,2024,
4062095,Paypoint Network Limited - UK,WEST COAST WINES,SK6 2NL,TECH EXCHANGE,10/01/25,10:00,30.0,30.0,1.0,Rico,43,2024,
4062057,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,SK4 4NX,TECH EXCHANGE_R,10/01/25,09:16,50.0,50.0,1.0,Rico,43,2024,
4057190,Paypoint Network Limited - UK,INDEES NEWSAGENTS,M5 5NZ,TECH EXCHANGE,06/01/25,10:14,40.0,40.0,1.0,Rico,43,2024,
4055596,Xerox (UK) Technical***DO NOT INVOICE****,Lidl Great Britain Limited,WA7 1NT,MAINT KIT INSTALL,,,20.0,20.0,1.0,Rico,42,2024,
4054532,Paypoint Network Limited - UK,POST OFFICE,OL3 5DQ,TECH EXCHANGE,02/01/25,09:36,40.0,40.0,1.0,Rico,42,2024,
4052585,Paypoint Network Limited - UK,SIOP Y PARC,LL16 4AA,TECH EXCHANGE,30/12/24,10:21,50.0,50.0,1.0,Rico,42,2024,
4052534,Paypoint Network Limited - UK,SMART CHOICES,L36 3RG,TECH EXCHANGE,30/12/24,09:29,30.0,30.0,1.0,Rico,42,2024,
4050274,Paypoint Network Limited - UK,COSTCUTTER BARGAIN BOOZE,M34 6AQ,TECH EXCHANGE,24/12/24,11:12,30.0,30.0,1.0,Rico,41,2024,
4045010,Pret Tech Mahindra (UK) BAU,"SELFRIDGES, TRAFFORD CENTRE",M17 8DA,TECH EXCHANGE,17/12/24,18:49,37.5,37.5,1.0,Rico,40,2024,
4044527,Computacenter - Kingfisher,KINGFISHER INFORMATION TECHNOLOGY (,OL7 0DN,TECH EXCHANGE,18/12/24,09:00,37.5,37.5,1.0,Rico,40,2024,
4044215,Fujitsu GBL - H&M * DO NOT INVOICE*,GB0333: H&M MANCHESTER,M17 8BB,PROJECT,17/12/24,09:00,37.5,37.5,1.0,Rico,40,2024,
4043709,Fujitsu Services Limited - Star Trains - ME,Northern Rail MT (Manchester),M3 1WY,TECH EXCHANGE,18/12/24,07:00,55.0,55.0,1.0,Rico,40,2024,
4043033,POSTURITE LIMITED,RACHAEL IROD,BB6 7RT,DESK INSTALL,19/12/24,09:00,70.0,70.0,1.0,Rico,40,2024,
4040791,Paypoint Network Limited RDP Installs,OLDHAM ROAD OFF LICENCE,OL4 4QJ,INSTALL,18/12/24,09:00,37.5,37.5,1.0,Rico,40,2024,
4042144,Verifone UK LTD,1GB0368 H&M MANCHESTER CITY,M1 1PN,TECH EXCHANGE,14/12/24,08:00,20.0,20.0,1.0,Rico,39,2024,
4040871,Vista Retail Support Limited,LIDL,M1 4BT,TECH EXCHANGE,12/12/24,16:24,15.0,15.0,1.0,Rico,39,2024,
4040822,Verifone UK LTD,STONEGATE - VIA MANCHESTER - 3,M1 3EZ,TECH EXCHANGE,12/12/24,16:02,41.62,41.62,1.0,Rico,39,2024,
4040818,Verifone UK LTD,STONEGATE - SLUG AND LETTUCE S,M3 3AN,TECH EXCHANGE,12/12/24,16:02,15.0,15.0,1.0,Rico,39,2024,
4040319,Fujitsu Services Limited - Star Trains - P2PE,FIRST TRANSPENNINE (MANCHESTER AIRPORT) MOBILE T,M90 3RR,,,,75.3,75.3,1.0,Rico,39,2024,
4039253,Paypoint Network Limited - UK,GO LOCAL,SK4 2PF,TECH EXCHANGE,11/12/24,11:28,30.0,30.0,1.0,Rico,39,2024,
4038487,Computacenter - Morrisons Tablets,WM MORRISON SUPERMARKETS P L C (008,CH5 2UA,NON TECH EXCHANGE,,,10.0,10.0,1.0,Rico,39,2024,
4038395,Verifone UK LTD,STONEGATE - ROSIES CHESTER - 9,CH1 2HA,TECH EXCHANGE,10/12/24,15:57,15.0,15.0,1.0,Rico,39,2024,
4038344,Fujitsu Services Limited - Star Trains - P2PE,TRANSPORT FOR WALES (Chester),CH1 3NS,TECH EXCHANGE,,,30.0,30.0,1.0,Rico,39,2024,
4038241,Fujitsu Services Limited - Telefonica TC,O2 BIRKENHEAD 0109,CH41 2YB,TECH EXCHANGE,10/12/24,14:29,25.0,25.0,1.0,Rico,39,2024,
4038153,Paypoint Network Limited - UK,GENERAL STORES,CH8 8HP,TECH EXCHANGE,10/12/24,13:20,30.0,30.0,1.0,Rico,39,2024,
4038142,Paypoint Network Limited - UK,G&R NEWSAGENTS SHOTTON LANE,CH5 1QW,TECH EXCHANGE,10/12/24,13:06,30.0,30.0,1.0,Rico,39,2024,
4038114,Fujitsu Services Limited - Banks,RBSG,CH7 1BA,TECH EXCHANGE,10/12/24,12:38,15.0,15.0,1.0,Rico,39,2024,
4038100,Computacenter Limited,LLOYDS BANKING GROUP PLC (008102783,CH1 6EW,NON TECH EXCHANGE,11/12/24,09:00,10.0,10.0,1.0,Rico,39,2024,
4038075,Computacenter Limited - HSBC,COMPUTACENTER HSBC,CH99 9FB,TECH EXCHANGE,10/12/24,12:09,15.0,15.0,1.0,Rico,39,2024,
4037937,Computacenter Limited - HSBC,COMPUTACENTER HSBC,CH99 9FB,TECH EXCHANGE,10/12/24,10:58,15.0,15.0,1.0,Rico,39,2024,
4033811,Xerox (UK) Technical***DO NOT INVOICE****,Mitchells & Butlers Leisure Retail,CW11 1RS,REPAIR WITH PARTS,,,40.0,40.0,1.0,Rico,38,2024,
4029993,Paypoint Network Limited - UK,RAJA GROCERS SHOP,OL5 9SB,TECH EXCHANGE,02/12/24,10:27,30.0,30.0,1.0,Rico,38,2024,
4024988,Paypoint Network Limited - UK,ALKASH'S NEWS,L15 3JR,TECH EXCHANGE,27/11/24,10:27,45.0,45.0,1.0,Rico,37,2024,
4016023,Xerox (UK) Technical***DO NOT INVOICE****,Boots UK Limited,SK22 4AA,REPAIR,20/11/24,09:00,45.0,45.0,1.0,Rico,36,2024,
4014541,Computacenter - Astra Zeneca,ASTRAZENECA SPEKE RECEPTION,L24 9JW,COLLECTION,19/11/24,14:23,10.0,10.0,1.0,Rico,36,2024,
4014507,Fujitsu GBL - H&M * DO NOT INVOICE*,H&M SHIFTSTORE H&M,L24 8QB,TECH EXCHANGE,19/11/24,13:55,15.0,15.0,1.0,Rico,36,2024,
4014489,Fujitsu Services Limited - Star Trains,MERSEYRAIL,L1 1JT,TECH EXCHANGE,19/11/24,13:36,15.0,15.0,1.0,Rico,36,2024,
4014486,Fujitsu GBL - H&M * DO NOT INVOICE*,H&M SHIFTSTORE H&M,L24 8QB,TECH EXCHANGE,19/11/24,13:35,15.0,15.0,1.0,Rico,36,2024,
4014311,Diebold Nixdorf UK Limited,KINGFISHER INFORMATION TECHNOL,L13 4DL,MANPOWER,20/11/24,08:00,15.0,15.0,1.0,Rico,36,2024,
4014305,Fujitsu Services Limited - Star Trains,MERSEYRAIL,L2 7PQ,TECH EXCHANGE,19/11/24,11:57,15.0,15.0,1.0,Rico,36,2024,
4014302,CONSILLION(UK) LIMITED,POST OFFICE,L15 0EG,TECH EXCHANGE,19/11/24,11:56,15.0,15.0,1.0,Rico,36,2024,
4014293,Fujitsu Services Limited - Adhoc Collections,TORUS,WA1 1UZ,COLLECTION,19/11/24,11:48,10.0,10.0,1.0,Rico,36,2024,
4014130,NCR TESCO HHT,TESCO,WA1 3NJ,TECH EXCHANGE,19/11/24,09:45,15.0,15.0,1.0,Rico,36,2024,
4014092,POSTURITE LIMITED,NUCLEAR WASTE SERVICES LTD,SK9 5AD,DESK SP INSTALL,19/11/24,08:11,40.0,40.0,1.0,Rico,36,2024,
4008733,Computacenter - Astra Zeneca,ASTRA ZENECA,L24 9JW,DELIVERY,14/11/24,13:56,10.0,10.0,1.0,Rico,36,2024,
4009862,Paypoint Network Limited - UK,QUIX STORE,OL10 4QT,TECH EXCHANGE,15/11/24,10:03,25.0,25.0,1.0,Rico,35,2024,
4008664,Computacenter - Proj Evergreen,LISA C LEE,M1 4PB,TECH EXCHANGE,14/11/24,09:00,15.0,15.0,1.0,Rico,35,2024,
4008489,POSTURITE LIMITED,104 CALDERVALE AVENUE,M21 7PW,DELIVERY,14/11/24,09:00,40.0,40.0,1.0,Rico,35,2024,
4005396,Paypoint Network Limited - UK,ZIGGYS LOCAL STORE,M35 0LN,TECH EXCHANGE,12/11/24,10:47,25.0,25.0,1.0,Rico,35,2024,
4005192,Fujitsu GBL - H&M * DO NOT INVOICE*,H&M MANCHESTER,M1 1PN,MANPOWER,13/11/24,09:00,20.0,20.0,1.0,Rico,35,2024,
4004142,Paypoint Network Limited - UK,STARKIE CONVENIENCE STORE,BB3 2BU,TECH EXCHANGE,11/11/24,13:16,29.84,29.84,1.0,Rico,35,2024,
4004038,Paypoint Network Limited - UK,PREMIER BARROWFORD,BB9 8ND,TECH EXCHANGE,11/11/24,12:15,40.0,40.0,1.0,Rico,35,2024,
4003878,POSTURITE LIMITED,EOS,WA2 0XA,DESK INSTALL,12/11/24,09:00,48.5,48.5,1.0,Rico,35,2024,
4003843,Computacenter - Astra Zeneca,ASTRAZENECA,SK10 2NA,DELIVERY,11/11/24,09:45,13.5,13.5,1.0,Rico,35,2024,
4002483,Verifone UK LTD,STONEGATE - SLUG AND LETTUCE S,M3 3AN,TECH EXCHANGE,09/11/24,16:08,20.0,20.0,1.0,Rico,35,2024,
4002465,Verifone UK LTD,STONEGATE - SLUG AND LETTUCE S,M3 3AN,TECH EXCHANGE,09/11/24,15:51,20.0,20.0,1.0,Rico,35,2024,
4002432,Paypoint Network Limited - UK,SPAR DOLGELLAU,LL40 1AD,TECH EXCHANGE,09/11/24,14:16,120.0,120.0,1.0,Rico,35,2024,
4002423,Fujitsu Services Limited - Star Trains - ME,TRANSPORT FOR WALES,CH6 5NW,MANPOWER,10/11/24,10:00,45.0,45.0,1.0,Rico,35,2024,
4002385,Verifone UK LTD,STONEGATE - ARK/POPWORLD MANCH,M1 5LH,TECH EXCHANGE,09/11/24,10:05,20.0,20.0,1.0,Rico,35,2024,
4002359,Fujitsu Services Limited - whitbread,Chester Central South East,CH3 5QJ,MANPOWER,09/11/24,09:23,15.0,15.0,1.0,Rico,35,2024,
4001657,Computacenter - Astra Zeneca,ASTRAZENECA,SK10 2NA,DELIVERY,08/11/24,15:44,13.5,13.5,1.0,Rico,35,2024,
3997156,Computacenter - Astra Zeneca,ASTRAZENECA,SK10 2NA,NON TECH EXCHANGE,05/11/24,14:15,13.5,13.5,1.0,Rico,35,2024,
3997149,Computacenter - Astra Zeneca,ASTRAZENECA,SK10 2NA,NON TECH EXCHANGE,05/11/24,14:07,13.5,13.5,1.0,Rico,35,2024,
3997088,Computacenter - Astra Zeneca,ASTRAZENECA,SK10 2NA,NON TECH EXCHANGE,05/11/24,13:15,13.5,13.5,1.0,Rico,35,2024,
3997078,Computacenter - Astra Zeneca,ASTRAZENECA,SK10 2NA,NON TECH EXCHANGE,05/11/24,13:03,13.5,13.5,1.0,Rico,35,2024,
3997065,Computacenter - Astra Zeneca,ASTRAZENECA,SK10 2NA,NON TECH EXCHANGE,05/11/24,12:49,13.5,13.5,1.0,Rico,35,2024,
3997063,Computacenter - Astra Zeneca,ASTRAZENECA,SK10 2NA,NON TECH EXCHANGE,05/11/24,12:45,13.5,13.5,1.0,Rico,35,2024,
3996719,Computacenter - Astra Zeneca,ASTRAZENECA,SK10 2NA,DELIVERY,05/11/24,08:54,13.5,13.5,1.0,Rico,35,2024,
3997302,Fujitsu Services Limited - EE,Manchester Market Street,M1 1WR,NON TECH EXCHANGE,06/11/24,09:00,10.0,10.0,1.0,Rico,34,2024,
3997073,Fujitsu Services Limited - Star Trains - ME,TRANSPORT FOR WALES (Llandudno Junction),LL31 9NB,MANPOWER,,,57.44,57.44,1.0,Rico,34,2024,
3995064,Paypoint Network Limited - UK,CHILDWALL VALLEY POSTY N NEWS,L25 1PZ,TECH EXCHANGE,04/11/24,09:29,25.0,25.0,1.0,Rico,34,2024,
3993559,Paypoint Network Limited - UK,M1 METRO LTD,M1 1JQ,TECH EXCHANGE,02/11/24,10:12,25.0,25.0,1.0,Rico,33,2024,
3992351,Verifone UK LTD,STONEGATE - ARK/POPWORLD MANCH,M1 5LH,TECH EXCHANGE,01/11/24,09:00,18.0,18.0,1.0,Rico,33,2024,
3992350,Verifone UK LTD,STONEGATE - ARK/POPWORLD MANCH,M1 5LH,TECH EXCHANGE,01/11/24,09:00,18.0,18.0,1.0,Rico,33,2024,
3991096,Fujitsu Services Limited - Star Trains - ME,MAGHULL NORTH STATION,L31 1HH,MANPOWER,31/10/24,11:34,30.0,30.0,1.0,Rico,33,2024,
3991014,Fujitsu Services Limited - Telefonica TC,O2 Bolton - Market Street 0070,BL1 1BQ,TECH EXCHANGE,31/10/24,09:54,40.88,40.88,1.0,Rico,33,2024,
3990835,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,L39 6RG,TECH EXCHANGE,31/10/24,08:00,55.0,55.0,1.0,Rico,33,2024,
3989606,Xerox (UK) Technical***DO NOT INVOICE****,Boots UK Limited,BL1 2AL,REPAIR WITH PARTS,30/10/24,09:00,45.0,45.0,1.0,Rico,33,2024,
3988207,Fujitsu GBL - H&M * DO NOT INVOICE*,H&M SHIFTSTORE H&M,M17 8BB,TECH EXCHANGE,29/10/24,09:00,15.0,15.0,1.0,Rico,33,2024,
3986686,Computacenter Limited - HSBC,COMPUTACENTER HSBC,M2 7HD,TECH EXCHANGE,28/10/24,09:00,15.0,15.0,1.0,Rico,33,2024,
3986647,Paypoint Network Limited - UK,PARADISE MINI MARKET,M14 4LP,TECH EXCHANGE,28/10/24,11:42,25.0,25.0,1.0,Rico,33,2024,
3984075,Fujitsu Services Limited - Star Trains - P2PE,FIRST TRANSPENNINE (MANCHESTER PICADILLY) MT,M60 7RA,TECH EXCHANGE,,,30.0,30.0,1.0,Rico,32,2024,
3983971,Fujitsu Services Limited - Telefonica TC,O2 MANCHESTER - MARKET STREET 0323,M1 1WR,TECH EXCHANGE,25/10/24,10:30,30.0,30.0,1.0,Rico,32,2024,
3979365,Fujitsu Services Limited - Telefonica ME,O2 OLDHAM 0171,OL1 1HE,TECH EXCHANGE,22/10/24,11:39,72.38,72.38,1.0,Rico,32,2024,
3977648,Paypoint Network Limited - UK,SELECT & SAVE,M24 2PU,TECH EXCHANGE,21/10/24,10:45,30.0,30.0,1.0,Rico,32,2024,
3977572,Paypoint Network Limited - UK,CO-OP - DISLEY,SK12 2DT,TECH EXCHANGE,21/10/24,09:36,25.0,25.0,1.0,Rico,32,2024,
3975000,Paypoint Network Limited - UK,K&K CONVENIENCE,M8 0SQ,TECH EXCHANGE,18/10/24,12:02,35.0,35.0,1.0,Rico,31,2024,
3974975,Fujitsu Services Limited - Telefonica ME,O2 BIRKENHEAD 0109,CH41 2YB,MANPOWER,18/10/24,11:36,40.0,40.0,1.0,Rico,31,2024,
3973383,Fujitsu Services Limited - Star Trains - P2PE,FIRST TRANSPENNINE (MANCHESTER PICADILLY) MT,M60 7RA,TECH EXCHANGE,,,20.0,20.0,1.0,Rico,31,2024,
3970102,Fujitsu Services Limited - Star Trains - P2PE,FIRST TRANSPENNINE (MANCHESTER PICADILLY) MT,M60 7RA,TECH EXCHANGE,,,25.0,25.0,1.0,Rico,31,2024,
3970015,Paypoint Network Limited - UK,FINEST LOCAL,M13 0TA,TECH EXCHANGE,15/10/24,07:20,25.0,25.0,1.0,Rico,31,2024,
3964671,Paypoint Network Limited - UK,PONCIAU STORES,LL14 1HL,TECH EXCHANGE,10/10/24,12:09,40.0,40.0,1.0,Rico,30,2024,
3963251,Paypoint Network Limited - UK,PREMIER,BB5 6DW,TECH EXCHANGE,09/10/24,12:48,50.0,50.0,1.0,Rico,30,2024,
3961773,Computacenter â€“ RBS Swap service,ROYAL BANK OF SCOTLAND PLC (0081034,M3 3AP,NON TECH EXCHANGE,,,31.66,31.66,1.0,Rico,30,2024,
3961292,Fujitsu Services Limited - Telefonica ME,O2 LANCASTER 0154,LA1 1UA,TECH EXCHANGE,08/10/24,09:27,30.0,30.0,1.0,Rico,30,2024,
3961237,Paypoint Network Limited - UK,MORRISONS DAILY,FY1 2NN,TECH EXCHANGE,08/10/24,08:30,25.0,25.0,1.0,Rico,30,2024,
3958275,Paypoint Network Limited - UK,SPAR STORES,LA23 3DN,TECH EXCHANGE,05/10/24,14:53,40.0,40.0,1.0,Rico,30,2024,
3958263,Xerox (UK) Technical***DO NOT INVOICE****,Boots UK Limited,PR7 1DE,REPAIR WITH PARTS,06/10/24,09:00,55.0,55.0,1.0,Rico,30,2024,
3958233,Verifone UK LTD,STONEGATE - THE FLOUR AND FLAG,M1 7HL,TECH EXCHANGE,05/10/24,11:27,28.36,28.36,1.0,Rico,30,2024,
3957446,Verifone UK LTD,STONEGATE - THE FLOUR AND FLAG,M1 7HL,TECH EXCHANGE,04/10/24,15:47,20.0,20.0,1.0,Rico,29,2024,
3957444,Verifone UK LTD,STONEGATE - THE FLOUR AND FLAG,M1 7HL,TECH EXCHANGE,04/10/24,15:47,20.0,20.0,1.0,Rico,29,2024,
3957376,Xerox (UK) Technical***DO NOT INVOICE****,TESCO Stores Limited,SK9 3PA,REPAIR,05/10/24,09:00,35.0,35.0,1.0,Rico,29,2024,
3957362,Vista Retail Support Limited,H SAMUEL,SK1 1QE,TECH EXCHANGE,04/10/24,14:37,20.0,20.0,1.0,Rico,29,2024,
3957039,Diebold Nixdorf UK Limited,KINGFISHER INFORMATION TECHNOL,SK4 1DR,MANPOWER,05/10/24,08:00,15.0,15.0,1.0,Rico,29,2024,
3956902,Xerox (UK) Technical***DO NOT INVOICE****,Boots UK Limited,SK17 6BZ,CONSUMABLE INSTALL,07/10/24,08:00,20.0,20.0,1.0,Rico,29,2024,
3941593,Diebold Nixdorf UK Limited,KINGFISHER INFORMATION TECHNOL,SK8 6PT,TECH EXCHANGE,23/09/24,08:00,15.0,15.0,1.0,Rico,28,2024,
